   80        ,2007.009         ,Ne II     ,P71
   80        ,2025.560         ,Ne II     ,P71
  150        ,2085.466         ,Ne II     ,P71
  200        ,2096.106         ,Ne II     ,P71
  120        ,2096.248         ,Ne II     ,P71
   80        ,2562.123         ,Ne II     ,P71
   90    w   ,2567.121         ,Ne II     ,P71
   80        ,2623.107         ,Ne II     ,P71
   80        ,2629.885         ,Ne II     ,P71
   90    w   ,2636.069         ,Ne II     ,P71
   80        ,2638.289         ,Ne II     ,P71
   80        ,2644.097         ,Ne II     ,P71
   80        ,2762.921         ,Ne II     ,P71
   90        ,2792.019         ,Ne II     ,P71
   80        ,2794.221         ,Ne II     ,P71
  100        ,2809.485         ,Ne II     ,P71
   80        ,2906.592         ,Ne II     ,P71
   80        ,2906.816         ,Ne II     ,P71
   90        ,2910.061         ,Ne II     ,P71
   90        ,2910.408         ,Ne II     ,P71
   80        ,2911.138         ,Ne II     ,P71
   80        ,2915.122         ,Ne II     ,P71
   80        ,2925.618         ,Ne II     ,P71
   80    w   ,2932.103         ,Ne II     ,P71
   80        ,2940.653         ,Ne II     ,P71
   90        ,2946.044         ,Ne II     ,P71
  150        ,2955.725         ,Ne II     ,P71
  150        ,2963.236         ,Ne II     ,P71
  150        ,2967.184         ,Ne II     ,P71
  100        ,2972.997         ,Ne II     ,P71
   30        ,2974.7189        ,Ne I      ,SS04
  100        ,2979.461         ,Ne II     ,P71
   30        ,2982.6696        ,Ne I      ,SS04
  150        ,3001.668         ,Ne II     ,P71
  120        ,3017.311         ,Ne II     ,P71
  300    P   ,3027.016         ,Ne II     ,P71
  300    P   ,3028.864         ,Ne II     ,P71
  100        ,3030.787         ,Ne II     ,P71
  120        ,3034.461         ,Ne II     ,P71
  100        ,3035.923         ,Ne II     ,P71
  100        ,3037.720         ,Ne II     ,P71
  100        ,3039.586         ,Ne II     ,P71
  100        ,3044.088         ,Ne II     ,P71
  100        ,3045.556         ,Ne II     ,P71
  120        ,3047.556         ,Ne II     ,P71
  100        ,3054.345         ,Ne II     ,P71
  100        ,3054.677         ,Ne II     ,P71
   30        ,3057.3907        ,Ne I      ,SS04
  100        ,3059.106         ,Ne II     ,P71
  100        ,3062.491         ,Ne II     ,P71
  100        ,3063.301         ,Ne II     ,P71
  100        ,3070.887         ,Ne II     ,P71
  100        ,3071.529         ,Ne II     ,P71
  100        ,3075.731         ,Ne II     ,P71
  120        ,3088.166         ,Ne II     ,P71
  100        ,3092.092         ,Ne II     ,P71
  120        ,3092.901         ,Ne II     ,P71
  100        ,3094.006         ,Ne II     ,P71
  100        ,3095.103         ,Ne II     ,P71
  100        ,3097.131         ,Ne II     ,P71
  100        ,3117.980         ,Ne II     ,P71
  120        ,3118.160         ,Ne II     ,P71
  300        ,3141.332         ,Ne II     ,P71
  100        ,3143.721         ,Ne II     ,P71
  100        ,3148.681         ,Ne II     ,P71
  100        ,3164.429         ,Ne II     ,P71
  100        ,3165.648         ,Ne II     ,P71
  100        ,3188.743         ,Ne II     ,P71
  120        ,3194.579         ,Ne II     ,P71
  500    P   ,3198.586         ,Ne II     ,P71
   60        ,3208.965         ,Ne II     ,P71
  120        ,3209.356         ,Ne II     ,P71
  120        ,3213.735         ,Ne II     ,P71
  150        ,3214.329         ,Ne II     ,P71
  150        ,3218.193         ,Ne II     ,P71
  120        ,3224.818         ,Ne II     ,P71
  120        ,3229.573         ,Ne II     ,P71
  200        ,3230.070         ,Ne II     ,P71
  120        ,3230.419         ,Ne II     ,P71
  120        ,3232.022         ,Ne II     ,P71
  150        ,3232.372         ,Ne II     ,P71
  100        ,3243.396         ,Ne II     ,P71
  100        ,3244.095         ,Ne II     ,P71
  100        ,3248.345         ,Ne II     ,P71
  100        ,3250.355         ,Ne II     ,P71
  150        ,3297.726         ,Ne II     ,P71
  150        ,3309.740         ,Ne II     ,P71
  300        ,3319.722         ,Ne II     ,P71
 1000    P   ,3323.745         ,Ne II     ,P71
  150        ,3327.153         ,Ne II     ,P71
  100        ,3329.158         ,Ne II     ,P71
  200        ,3334.836         ,Ne II     ,P71
  150        ,3344.395         ,Ne II     ,P71
  300        ,3345.453         ,Ne II     ,P71
  150        ,3345.829         ,Ne II     ,P71
  200        ,3355.016         ,Ne II     ,P71
  120        ,3357.820         ,Ne II     ,P71
  200        ,3360.597         ,Ne II     ,P71
  120        ,3362.161         ,Ne II     ,P71
  100        ,3362.707         ,Ne II     ,P71
  120        ,3367.218         ,Ne II     ,P71
   50        ,3369.8076        ,Ne I      ,SS04
   70        ,3369.9072        ,Ne I      ,SS04
  100        ,3371.799         ,Ne II     ,P71
  500    P   ,3378.216         ,Ne II     ,P71
  150        ,3388.417         ,Ne II     ,P71
  120        ,3388.945         ,Ne II     ,P71
  300        ,3392.798         ,Ne II     ,P71
  100        ,3404.822         ,Ne II     ,P71
  120        ,3406.947         ,Ne II     ,P71
  100        ,3413.148         ,Ne II     ,P71
  120        ,3416.914         ,Ne II     ,P71
  120        ,3417.688         ,Ne II     ,P71
   50        ,3417.9031        ,Ne I      ,SS04
    5        ,3418.0055        ,Ne I      ,SS04
  120        ,3428.687         ,Ne II     ,P71
   20        ,3447.7024        ,Ne I      ,SS04
   10        ,3454.1944        ,Ne I      ,SS04
  100        ,3456.610         ,Ne II     ,P71
  100        ,3459.321         ,Ne II     ,P71
   10        ,3460.5237        ,Ne I      ,SS04
   10        ,3464.3382        ,Ne I      ,SS04
   20        ,3466.5781        ,Ne I      ,SS04
   50        ,3472.5706        ,Ne I      ,SS04
  150        ,3479.519         ,Ne II     ,P71
  200        ,3480.718         ,Ne II     ,P71
  200        ,3481.933         ,Ne II     ,P71
   10        ,3498.0636        ,Ne I      ,SS04
   20        ,3501.2159        ,Ne I      ,SS04
   20        ,3515.1902        ,Ne I      ,SS04
  100    P   ,3520.4711        ,Ne I      ,SS04
  120        ,3542.847         ,Ne II     ,P71
  120        ,3557.805         ,Ne II     ,P71
  100        ,3561.198         ,Ne II     ,P71
  250        ,3568.502         ,Ne II     ,P71
  100        ,3574.181         ,Ne II     ,P71
  200        ,3574.612         ,Ne II     ,P71
   50        ,3593.5257        ,Ne I      ,SS04
   30        ,3593.6389        ,Ne I      ,SS04
   10        ,3600.1685        ,Ne I      ,SS04
   10        ,3633.6640        ,Ne I      ,SS04
  150        ,3643.927         ,Ne II     ,P71
  200        ,3664.073         ,Ne II     ,P71
   10        ,3682.2421        ,Ne I      ,SS04
   10        ,3685.7352        ,Ne I      ,SS04
  200        ,3694.213         ,Ne II     ,P71
    4        ,3701.2244        ,Ne I      ,SS04
  150        ,3709.622         ,Ne II     ,P71
  250        ,3713.079         ,Ne II     ,P71
  250        ,3727.107         ,Ne II     ,P71
  800    P   ,3766.259         ,Ne II     ,P71
 1000    P   ,3777.133         ,Ne II     ,P71
  100        ,3818.427         ,Ne II     ,P71
  120        ,3829.749         ,Ne II     ,P71
  150        ,4219.745         ,Ne II     ,P71
  100        ,4233.850         ,Ne II     ,P71
  120        ,4250.649         ,Ne II     ,P71
  120        ,4369.862         ,Ne II     ,P71
   70        ,4379.400         ,Ne II     ,P71
  150        ,4379.550         ,Ne II     ,P71
  100        ,4385.059         ,Ne II     ,P71
  200        ,4391.991         ,Ne II     ,P71
  150        ,4397.990         ,Ne II     ,P71
  150        ,4409.299         ,Ne II     ,P71
  100        ,4413.215         ,Ne II     ,P71
  100        ,4421.389         ,Ne II     ,P71
  100        ,4428.516         ,Ne II     ,P71
  100        ,4428.634         ,Ne II     ,P71
  150        ,4430.904         ,Ne II     ,P71
  150        ,4430.942         ,Ne II     ,P71
  120        ,4457.049         ,Ne II     ,P71
  100        ,4522.720         ,Ne II     ,P71
  100        ,4537.7545        ,Ne I      ,SS04
  100        ,4569.057         ,Ne II     ,P71
  150        ,4704.3949        ,Ne I      ,SS04
  120        ,4708.8594        ,Ne I      ,SS04
  100        ,4710.0650        ,Ne I      ,SS04
  150        ,4712.0633        ,Ne I      ,SS04
  150        ,4715.344         ,Ne I      ,SS04
   50        ,4752.7320        ,Ne I      ,SS04
  100        ,4788.9258        ,Ne I      ,SS04
   50        ,4790.2195        ,Ne I      ,SS04
  100        ,4827.338         ,Ne I      ,SS04
  100        ,4884.9170        ,Ne I      ,SS04
   50        ,5005.1587        ,Ne I      ,SS04
   50        ,5037.7512        ,Ne I      ,SS04
   50        ,5144.9384        ,Ne I      ,SS04
   60        ,5330.7775        ,Ne I      ,SS04
  100        ,5341.0938        ,Ne I      ,SS04
   60        ,5343.2834        ,Ne I      ,SS04
  200    P   ,5400.5618        ,Ne I      ,SS04
   50        ,5562.7662        ,Ne I      ,SS04
   50        ,5656.6588        ,Ne I      ,SS04
   50        ,5719.2248        ,Ne I      ,SS04
   50        ,5748.2985        ,Ne I      ,SS04
   70        ,5764.4188        ,Ne I      ,SS04
   50        ,5804.4496        ,Ne I      ,SS04
   50        ,5820.1558        ,Ne I      ,SS04
  200    P   ,5852.4879        ,Ne I      ,SS04
   50        ,5872.8275        ,Ne I      ,SS04
  100        ,5881.8952        ,Ne I      ,SS04
    5        ,5902.4623        ,Ne I      ,SS04
    5        ,5906.4294        ,Ne I      ,SS04
   50        ,5944.8342        ,Ne I      ,SS04
   50        ,5965.4710        ,Ne I      ,SS04
   50        ,5974.6273        ,Ne I      ,SS04
   60        ,5975.5340        ,Ne I      ,SS04
   15        ,5987.9074        ,Ne I      ,SS04
  100    P   ,6029.9969        ,Ne I      ,SS04
  100    P   ,6074.3377        ,Ne I      ,SS04
   30        ,6096.1631        ,Ne I      ,SS04
   10        ,6128.4499        ,Ne I      ,SS04
  100    P   ,6143.0626        ,Ne I      ,SS04
  100    P   ,6163.5939        ,Ne I      ,SS04
   15        ,6182.1460        ,Ne I      ,SS04
  100    P   ,6217.2812        ,Ne I      ,SS04
  100    P   ,6266.4950        ,Ne I      ,SS04
   10        ,6304.7889        ,Ne I      ,SS04
   30        ,6328.1646        ,Ne I      ,SS04
  100        ,6334.4278        ,Ne I      ,SS04
  100    P   ,6382.9917        ,Ne I      ,SS04
  200    P   ,6402.248         ,Ne I      ,SS04
  150    P   ,6506.5281        ,Ne I      ,SS04
   10        ,6532.8822        ,Ne I      ,SS04
  100    P   ,6598.9529        ,Ne I      ,SS04
   15        ,6652.0927        ,Ne I      ,SS04
   50        ,6678.2762        ,Ne I      ,SS04
    7        ,6717.0430        ,Ne I      ,SS04
 1000    P   ,6929.4673        ,Ne I      ,SS04
  300        ,7024.0504        ,Ne I      ,SS04
  800    P   ,7032.4131        ,Ne I      ,SS04
   20        ,7051.2923        ,Ne I      ,SS04
  100        ,7059.1074        ,Ne I      ,SS04
  800    P   ,7173.9381        ,Ne I      ,SS04
  150        ,7213.200         ,Ne II     ,P71
  150        ,7235.188         ,Ne II     ,P71
  800    P   ,7245.1666        ,Ne I      ,SS04
  150        ,7343.945         ,Ne II     ,P71
   30        ,7472.4386        ,Ne I      ,SS04
  300        ,7488.8712        ,Ne I      ,SS04
  100        ,7492.102         ,Ne II     ,P71
  150        ,7522.818         ,Ne II     ,P71
  300        ,7535.7741        ,Ne I      ,SS04
  130        ,7544.0443        ,Ne I      ,SS04
    1        ,7724.6233        ,Ne I      ,SS04
  120        ,7740.738         ,Ne II     ,P71
    2        ,7839.0529        ,Ne I      ,SS04
  120        ,7926.201         ,Ne II     ,P71
    3        ,7927.1177        ,Ne I      ,SS04
   13        ,7936.9961        ,Ne I      ,SS04
   80        ,7943.1814        ,Ne I      ,SS04
   60        ,8082.4580        ,Ne I      ,SS04
  100        ,8084.345         ,Ne II     ,P71
   40        ,8118.5492        ,Ne I      ,SS04
   12        ,8128.9108        ,Ne I      ,SS04
  170        ,8136.4054        ,Ne I      ,SS04
   30        ,8259.3790        ,Ne I      ,SS04
  100        ,8264.807         ,Ne II     ,P71
   70        ,8266.0772        ,Ne I      ,SS04
   10        ,8267.1162        ,Ne I      ,SS04
  300        ,8300.3258        ,Ne I      ,SS04
  100        ,8314.995         ,Ne II     ,P71
   50        ,8365.7466        ,Ne I      ,SS04
  100        ,8372.106         ,Ne II     ,P71
  800    P   ,8377.6080        ,Ne I      ,SS04
   30        ,8417.1606        ,Ne I      ,SS04
  250        ,8418.4274        ,Ne I      ,SS04
   40        ,8463.3575        ,Ne I      ,SS04
   13        ,8484.4435        ,Ne I      ,SS04
  700        ,8495.3598        ,Ne I      ,SS04
   15        ,8544.6958        ,Ne I      ,SS04
   30        ,8571.3524        ,Ne I      ,SS04
  400        ,8591.2584        ,Ne I      ,SS04
  350        ,8634.6470        ,Ne I      ,SS04
   60        ,8647.0411        ,Ne I      ,SS04
  600    P   ,8654.3831        ,Ne I      ,SS04
   80        ,8655.5220        ,Ne I      ,SS04
  100        ,8668.256         ,Ne II     ,P71
  130        ,8679.4925        ,Ne I      ,SS04
  150        ,8681.9211        ,Ne I      ,SS04
   30        ,8704.1116        ,Ne I      ,SS04
  100        ,8771.6563        ,Ne I      ,SS04
  600    P   ,8780.6226        ,Ne I      ,SS04
  400    P   ,8783.7533        ,Ne I      ,SS04
    6        ,8830.9072        ,Ne I      ,SS04
  300        ,8853.8668        ,Ne I      ,SS04
   20        ,8865.3063        ,Ne I      ,SS04
  150        ,8865.7552        ,Ne I      ,SS04
   60        ,8919.5006        ,Ne I      ,SS04
   20        ,8988.5564        ,Ne I      ,SS04
  100        ,9079.462         ,Ne II     ,P71
  120        ,9148.6716        ,Ne I      ,SS04
   90        ,9201.7591        ,Ne I      ,SS04
   60        ,9220.0601        ,Ne I      ,SS04
   20        ,9221.5801        ,Ne I      ,SS04
   20        ,9226.6903        ,Ne I      ,SS04
    9        ,9275.5196        ,Ne I      ,SS04
  200        ,9287.563         ,Ne II     ,P71
   80        ,9300.8527        ,Ne I      ,SS04
    8        ,9310.5839        ,Ne I      ,SS04
   30        ,9313.9726        ,Ne I      ,SS04
   70        ,9326.5068        ,Ne I      ,SS04
   15        ,9373.3078        ,Ne I      ,SS04
   50        ,9425.3788        ,Ne I      ,SS04
   30        ,9459.2095        ,Ne I      ,SS04
   50        ,9486.6818        ,Ne I      ,SS04
   60        ,9534.1629        ,Ne I      ,SS04
   30        ,9547.4049        ,Ne I      ,SS04
  120        ,9577.013         ,Ne II     ,P71
  180        ,9665.4197        ,Ne I      ,SS04
  100        ,9808.860         ,Ne II     ,P71
    4        ,10295.4174       ,Ne I      ,SS04
   80        ,10562.4075       ,Ne I      ,SS04
   60        ,10798.0429       ,Ne I      ,SS04
   90        ,10844.4772       ,Ne I      ,SS04
  300    P   ,11143.0200       ,Ne I      ,SS04
  500    P   ,11177.5240       ,Ne I      ,SS04
  150        ,11390.4339       ,Ne I      ,SS04
   90        ,11409.1343       ,Ne I      ,SS04
  300    P   ,11522.7459       ,Ne I      ,SS04
  150        ,11525.0194       ,Ne I      ,SS04
   90        ,11536.3445       ,Ne I      ,SS04
   30        ,11601.5366       ,Ne I      ,SS04
  130        ,11614.0807       ,Ne I      ,SS04
   30        ,11688.0017       ,Ne I      ,SS04
  150        ,11766.7924       ,Ne I      ,SS04
  130        ,11789.0435       ,Ne I      ,SS04
   30        ,11789.8891       ,Ne I      ,SS04
   70        ,11984.912        ,Ne I      ,SS04
  200        ,12066.334        ,Ne I      ,SS04
   40        ,12459.389        ,Ne I      ,SS04
   60        ,12689.201        ,Ne I      ,SS04
   80        ,12912.014        ,Ne I      ,SS04
   40        ,13219.241        ,Ne I      ,SS04
   50        ,15230.714        ,Ne I      ,SS04
   20        ,17161.929        ,Ne I      ,SS04
   20        ,18035.812        ,Ne I      ,SS04
   40        ,18083.181        ,Ne I      ,SS04
    9        ,18083.263        ,Ne I      ,SS04
   15        ,18221.087        ,Ne I      ,SS04
   13        ,18227.016        ,Ne I      ,SS04
  140        ,18276.642        ,Ne I      ,SS04
  100        ,18282.614        ,Ne I      ,SS04
   70        ,18303.967        ,Ne I      ,SS04
   20        ,18359.094        ,Ne I      ,SS04
   60        ,18384.826        ,Ne I      ,SS04
   90        ,18389.937        ,Ne I      ,SS04
   40        ,18402.836        ,Ne I      ,SS04
   60        ,18422.402        ,Ne I      ,SS04
   13        ,18458.640        ,Ne I      ,SS04
   40        ,18475.800        ,Ne I      ,SS04
   70        ,18591.541        ,Ne I      ,SS04
  100        ,18597.698        ,Ne I      ,SS04
   16        ,18618.908        ,Ne I      ,SS04
   20        ,18625.159        ,Ne I      ,SS04
   30        ,21041.27         ,Ne I      ,SS04
   30        ,21708.11         ,Ne I      ,SS04
   13        ,22247.36         ,Ne I      ,SS04
   13        ,22428.14         ,Ne I      ,SS04
   80        ,22530.38         ,Ne I      ,SS04
   13        ,22661.79         ,Ne I      ,SS04
   25        ,23100.48         ,Ne I      ,SS04
   40        ,23260.27         ,Ne I      ,SS04
   50        ,23372.96         ,Ne I      ,SS04
   30        ,23565.33         ,Ne I      ,SS04
  170        ,23636.48         ,Ne I      ,SS04
   12        ,23701.66         ,Ne I      ,SS04
   60        ,23709.13         ,Ne I      ,SS04
  110        ,23951.40         ,Ne I      ,SS04
   50        ,23956.43         ,Ne I      ,SS04
   60        ,23978.16         ,Ne I      ,SS04
   11        ,24098.57         ,Ne I      ,SS04
   20        ,24161.43         ,Ne I      ,SS04
   30        ,24249.61         ,Ne I      ,SS04
   70        ,24365.01         ,Ne I      ,SS04
   40        ,24371.61         ,Ne I      ,SS04
   20        ,24447.86         ,Ne I      ,SS04
   30        ,24459.39         ,Ne I      ,SS04
   17        ,24776.49         ,Ne I      ,SS04
   30        ,24928.89         ,Ne I      ,SS04
   13        ,25161.70         ,Ne I      ,SS04
   50        ,25524.33         ,Ne I      ,SS04
    6        ,28386.20         ,Ne I      ,SS04
    6        ,30200.49         ,Ne I      ,SS04
    8        ,33173.09         ,Ne I      ,SS04
   17        ,33352.38         ,Ne I      ,SS04
    5        ,33899.81         ,Ne I      ,SS04
    4        ,33903.02         ,Ne I      ,SS04
   12        ,33913.10         ,Ne I      ,SS04
    4        ,34131.34         ,Ne I      ,SS04
    6        ,34471.43         ,Ne I      ,SS04
    8        ,35834.81         ,Ne I      ,SS04
